Year,Organisation,Critical Industry,Organisation size,Level of digital intensity,Sector,Country,Cyber security role,Cyber security frameworks,Education and awareness policy,Policy,"Prevention, Detection and Recovery",Improper network segmentation,Inappropriate remote access,Absence of encryption,Detector,Restructuring after attack,Bribe/ransom paid,Free identity or credit theft monitoring,Additional disclosure of information,Number of users affected,Overall nature of attack,Attack type,Attacker,Attack vector,Impact on data,Aspect of Confidentiality-Integrity-Availability triad affected,Individual(s) name(s) leaked/exposed,Address(es) leaked/exposed,Other personally identifiable information (PII) leaked/exposed,Track 1 - Credit card details leaked/exposed,Track 2 - Credit card details leaked/exposed,Social security number/tax number leaked/exposed,Subsequent fraudulent use of data,Investigation,Undertook investigation,Litigation by public,Penalties/settlement paid or actions imposed,Imposed penalties or actions on organisation,Fines issued by government or relevant body,Settlement paid,Effect on share price,Summary,
2016,Gyft,No,Medium,High,Advertising and other business services,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,No,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unknown,
2017,Hackensack Sleep  Pulmonary Center,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,NA,NA,NA,Organisation,No,No,No,No,16000,Type 1,Installed malware,External,NA,High,Availability,Yes,No,Yes,Yes,NA,Yes,No,Yes,Yes,No,No,No,No,No,NA,Ransomware ,
2016,"Hal Meadows, M.D.",Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,Yes,Missing,NA,NA,External,Unknown network attack,Medium,Confidentiality,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2017,Hand & Upper Extremity Centers,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,NA,Unknown,
2007,Hannaford Brothers Supermarket Chain,Yes,Large,Low,"Food products, beverages and tobacco",USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,NA,No,No,No,4200000,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,No,No,Yes,NA,No,Yes,Yes,Yes,No,No,No,No,No,NA,Malware installed,
2013,Harbor Freight Tools,No,Large,Medium-High,"Wholesale, retail trade and repair",USA,No,No,No,Yes,Low,NA,NA,Yes,Credit card/bank,Yes,No,No,Yes,Missing,NA,NA,External,NA,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Unknown,
2015,Harbortouch,Yes,Large,High,IT and other information services,USA,No,No,No,Yes,Low,NA,NA,Yes,Public,Yes,No,No,No,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,NA,Malware installed on PoS,
2017,Harrisburg Endoscopy  Surgery Center,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,No,9092,NA,NA,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2011,Hartford Hospital,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,Yes,NA,93500,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,NA,Hard drive stolen,
2012,Hartford Hospital,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,No,Organisation,Yes,No,Yes,Yes,10000,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2008,Harvard University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,NA,No,NA,Organisation,Yes,No,Yes,Yes,10000,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2015,Harvard University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,No,Yes,Missing,NA,NA,External,Unknown network attack,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2017,Hathaway-Sycamores Child  Family Services,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,Missing,NA,NA,External,NA,High,Confidentiality,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,NA,Unknown,
2015,Health Care Service Corporation,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,NA,NA,Yes,Organisation,No,No,No,No,Missing,Type 2,NA,External,Vendor vulnerability,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Vendor (Premera) was attacked,
2018,Health equity inc,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,NA,190000,Type 2,Misuse of resources,External,NA,Low,Confidentiality,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Email accounts compromised,
2018,"Health First, Inc",Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,42000,Type 2,Misuse of resources,External,Social engineering,Low,Confidentiality,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Phishing attack,
2018,"Health Management Concepts, Inc.",Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,Yes,Missing,Type 1,Installed malware,External,Social engineering,High,Availability,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Ransomware ,
2018,Health South East,Yes,NA,Low-Medium,Human health activities,Norway,No,No,No,Yes,Low,NA,NA,NA,Organisation,No,No,No,No,2900000,NA,NA,External,Unknown network attack,Low,Confidentiality,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,NA,Suspicious activity within network,
2011,Healthcare Partners,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,NA,No,NA,NA,11500,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptops stolen,
2015,"Heartland Dental, LLC",Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,Yes,Yes,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2015,Heartland Payment System,Yes,Large,High,Finance and insurance,USA,Yes,No,No,Yes,Low,Yes,No,Yes,Credit card/bank,NA,No,Yes,Yes,Missing,NA,NA,External,NA,Low,Confidentiality,NA,NA,NA,No,No,Yes,No,No,No,No,No,No,No,No,?,Unauthorised access but unknown,
2008,Heartland Payment System,Yes,Large,High,Finance and insurance,USA,No,No,No,Yes,Low,Yes,No,Yes,Credit card/bank,NA,No,Yes,Yes,130000000,Type 1,Installed malware,External,Insufficient input validation,High,Confidentiality,Yes,No,No,Yes,NA,No,Yes,Yes,No,Yes,Yes,No,No,Yes,?,Code modified on web script,
2016,HEI Hotels & Resorts,No,Large,Low,Accommodation and food service activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,No,No,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Malware installed,
2018,Helly Hansen AS,No,Large,Medium-High,"Wholesale, retail trade and repair",USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,Yes,Missing,Type 1,Installed malware,External,Vendor vulnerability,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Malware installed,
2017,Henry Ford Health System,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,No,18470,Type 2,Misuse of resources,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Email accounts compromised,
2006,Hewlett Packard,No,Large,Medium-High,"Computer, electronic and optical products",Global,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,No,No,196000,Type 3,Physical Theft,External,Vendor vulnerability,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,?,Laptop stolen from Fidelity Investments,
2008,Hewlett-Packard,Yes,Large,Medium-High,"Computer, electronic and optical products",USA,No,No,No,Yes,Low,NA,No,NA,Organisation,NA,No,NA,NA,Missing,Type 3,Physical Theft,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2017,Hilderbrand  Clark Certified Public Accountant,No,Small,High,Legal and accounting activities,USA,No,No,No,Yes,Low,NA,NA,NA,Organisation,No,No,Yes,Yes,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2016,"Hillary Tentler, CPA",No,Small,High,Legal and accounting activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,No,Yes,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Hard drive stolen,
2014,Hilton Hotels,No,Large,Low,Accommodation and food service activities,USA,No,No,No,Yes,Low,Yes,No,Yes,Public,No,No,No,No,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No change,Malware installed,
2015,Hilton Hotels,No,Large,Low,Accommodation and food service activities,Global,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,No,No,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,No,Yes,Yes,NA,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,?,Malware installed,
2016,Hollywood Presbyterian Hospital,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,Yes,Yes,No,Missing,Type 1,Installed malware,External,NA,High,Availability,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Virus installed,
2013,Holy Cross Hospital,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,No,Organisation,Yes,No,No,No,9900,Type 5,Misuse of resources,Internal,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Employee obtained data without authorised access to potentially use for fraudulent use,
2017,Home Point Financial,Yes,Large,High,Finance and insurance,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,Missing,Type 2,Misuse of resources,External,Social engineering,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Phishing attack,
2015,Homebridge,No,Large,Low-Medium,Residential care and social work activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,No,Missing,Type 1,Installed malware,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,NA,Malware installed,
2011,Honda Canada,Yes,Large,Medium-High,Machine equipment,Canada,No,No,No,Yes,Low,NA,No,NA,Organisation,No,No,No,Yes,280000,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Suspicious activity on websites,
2006,Honeywell International,No,Large,High,Scientific research and development,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,NA,Yes,19000,Type 5,Misuse of resources,Internal,Inappropriate use of privilege,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No change,Employee obtained data without authorised access,
2013,Hope Family Health,Yes,Medium,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,No,Organisation,Yes,No,No,Yes,8000,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2013,"Horizon Healthcare Services, Inc",Yes,NA,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,NA,Organisation,Yes,No,Yes,Yes,840000,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2013,Hospice of North Idaho (HONI),Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,Yes,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,NA,Laptop stolen,
2013,Hospice Palliative Care of Alamance-Caswell,Yes,NA,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,NA,No,Yes,Yes,13000,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2008,"Hough, MacAdam & Wartnik",No,Small,High,Legal and accounting activities,USA,No,No,No,Yes,Medium,NA,No,NA,Organisation,Yes,No,No,NA,Missing,Type 3,Physical Theft,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2012,Housatonic Community College,No,Medium,Low-Medium,Education,USA,No,No,No,Yes,Medium,No,No,No,Organisation,Yes,No,Yes,Yes,87000,Type 1,Installed malware,External,Vendor vulnerability,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Malware installed,
2012,Howard University Hospital,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,No,No,No,Organisation,Yes,No,Yes,Yes,34503,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2014,HSBC Turkey,Yes,Large,High,Finance and insurance,Turkey,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,No,Yes,Missing,NA,NA,External,NA,High,Confidentiality,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No change,Unknown,
2018,HSBC US,Yes,Large,High,Finance and insurance,USA,No,No,No,Yes,Low,NA,NA,NA,Organisation,No,No,Yes,No,Missing,NA,NA,External,NA,Low,Confidentiality,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,NA,Unknown,
2018,Humana inc,Yes,Large,High,Finance and insurance,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,No,Missing,Type 2,NA,External,Insufficient input validation,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,Yes,Yes,No,No,No,No,No,?,Unauthorised access to employee system,
2016,Hume Lake Christian Camps,No,Medium,Low,Accommodation and food service activities,USA,No,No,No,Yes,Low,NA,NA,Yes,Organisation,No,No,Yes,Yes,Missing,Type 2,Misuse of resources,External,Social engineering,High,Confidentiality,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,NA,Unauthorised access through phishing,
2011,HuskyDirect.com,No,NA,Medium-High,"Wholesale, retail trade and repair",USA,No,No,No,Yes,Medium,NA,No,NA,Organisation,Yes,No,Yes,Yes,18000,Type 2,NA,External,Vendor vulnerability,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Database compromised,
2017,Hutchinson  Bloodgood LLP,No,Medium,High,Legal and accounting activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,Missing,Type 2,NA,External,Social engineering,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Phishing attack,
2016,Hutton Hotel,No,NA,Low,Accommodation and food service activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,Yes,No,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Malware installed,
2017,Hyatt Hotels,No,Large,Low,Accommodation and food service activities,USA,No,No,No,Yes,Low,Yes,NA,Yes,NA,No,No,Yes,Yes,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,No,No,Yes,NA,No,No,No,No,No,No,No,No,No,No change,Malware installed,
2017,I Love Kick Boxing (ILKB LLC),No,NA,Medium-High,"Arts, entertainment and recreation",USA,No,No,No,Yes,Low,Yes,Yes,Yes,NA,No,No,No,No,Missing,NA,NA,External,NA,High,Confidentiality,Yes,No,No,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2016,IATSE Local 134,Yes,NA,Medium-High,Public administration and defence,USA,No,No,No,Yes,Low,NA,NA,Yes,Organisation,No,No,No,Yes,Missing,NA,NA,External,Unknown device attack,High,Confidentiality,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,NA,Laptop breached,
2011,IBM,Yes,Large,High,IT and other information services,Global,Yes,No,No,Yes,Low,No,No,Yes,Organisation,NA,No,No,No,Missing,Type 3,Physical Theft,External,Vendor vulnerability,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No change,Hard drives stolen,
2013,ICG America,No,Medium,Medium-High,"Wholesale, retail trade and repair",USA,No,No,No,Yes,Low,NA,NA,Yes,Credit card/bank,Yes,No,No,No,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Malware installed ,
2016,Idaho Department of Fish and  Game,Yes,Large,Medium-High,Public administration and defence,USA,No,No,No,Yes,Low,NA,NA,Yes,Organisation,No,No,Yes,Yes,Missing,NA,NA,External,NA,High,Confidentiality,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,NA,Unknown,
2016,iDressup.com,No,NA,Medium-High,"Arts, entertainment and recreation",USA,No,No,No,Yes,Low,NA,NA,Yes,Organisation,No,No,No,Yes,5500000,Type 2,Misuse of resources,External,Insufficient input validation,High,Confidentiality,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,NA,Unauthorised access likely due to SQL injection,
2007,Illinois Dept. of Financial  Professional Regulation,Yes,Medium,Medium-High,Public administration and defence,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,NA,No,NA,NA,300000,NA,NA,External,NA,Low,Confidentiality,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2015,Indiana State Medical Association,Yes,Medium,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,Yes,No,39090,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Hard drives stolen,
2012,Indiana University,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,NA,NA,NA,Organisation,NA,No,Yes,NA,12374,Type 1,Installed malware,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Virus installed,
2014,Indiana University,No,Large,Low-Medium,Education,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,Yes,No,No,No,146000,Type 2,Misuse of resources,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,NA,Webcrawlers used to access the file,
2016,Infowars/ Prison Planet TV,No,NA,Medium-High,"Arts, entertainment and recreation",USA,No,No,No,Yes,Low,NA,NA,Yes,Organisation,No,No,No,No,50000,Type 2,NA,External,Insufficient input validation,High,Confidentiality,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2018,"Inogen, Inc.",Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Low,NA,NA,NA,Organisation,No,No,Yes,No,30000,NA,NA,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unauthorised access but unknown,
2010,Inovis,Yes,Large,High,Finance and insurance,USA,No,No,No,Yes,Low,No,No,No,Organisation,NA,No,Yes,Yes,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Laptop stolen,
2019,"Inspira Behavioral Care, Corp",Yes,Large,Low-Medium,Human health activities,Puerto Rico,Yes,No,No,NA,Low,No,No,Yes,Organisation,No,No,No,Yes,Missing,Type 3,Physical Theft,External,Physical device,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Computer towers stolen,
2017,Institute for Women's Health,Yes,Large,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,No,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,No,No,Yes,NA,Yes,No,No,No,No,No,No,No,No,NA,Ransomware ,
2016,Integrated Health Solutions PC,Yes,Small,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,No,No,20000,Type 2,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Bizmatics hack,
2019,"Integrated Regional Laboratories, LLC",No,Large,High,Scientific research and development,USA,No,No,No,Yes,Medium,No,No,Yes,Organisation,Yes,No,No,NA,29644,Type 2,Misuse of resources,External,Vendor vulnerability,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,American Medical Collection Agency data breach,
2016,Integrity Transitional Hospital,Yes,NA,Low-Medium,Human health activities,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,No,No,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Suspicious activity within network,
2016,InterContinental Hotels Group (IHG),No,Large,Low,Accommodation and food service activities,USA,No,No,No,Yes,Low,No,No,Yes,Organisation,No,No,No,No,Missing,Type 1,Installed malware,External,NA,High,Confidentiality,Yes,Yes,Yes,Yes,NA,No,No,No,No,No,No,No,No,No,NA,Malware installed on PoS,
2018,International society of explosives engineers,Yes,Large,Medium-High,Machine equipment,USA,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,Yes,Yes,Missing,NA,NA,External,Unknown network attack,High,Confidentiality,Yes,No,Yes,Yes,NA,No,No,Yes,Yes,No,No,No,No,No,NA,Unauthorised access but unknown,
2016,Interval international inc,No,Large,Low,Real estate,USA,No,No,No,Yes,Medium,NA,NA,Yes,Organisation,Yes,No,No,Yes,Missing,Type 2,Misuse of resources,External,Vendor vulnerability,High,Confidentiality,Yes,Yes,Yes,Yes,NA,Yes,No,No,No,No,No,No,No,No,NA,Vendor vulnerability ,
2015,Intuit,Yes,Large,High,IT and other information services,USA,Yes,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,No,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No change,Unknown,
2016,"inVentiv Health, Inc. ",Yes,NA,Low-Medium,Human health activities,USA,Yes,No,No,Yes,Low,NA,NA,Yes,Organisation,No,No,Yes,Yes,Missing,Type 2,Misuse of resources,External,Social engineering,Medium,Confidentiality,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Phishing attack,
2015,Invest Bank,Yes,Large,High,Finance and insurance,UAE,No,No,No,Yes,Medium,NA,NA,NA,Organisation,Yes,No,No,No,Missing,NA,NA,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
2010,Iowa State Racing  Gaming Commission,Yes,NA,Medium-High,Public administration and defence,USA,No,No,No,Yes,Low,Yes,No,Yes,Organisation,NA,No,No,NA,80000,NA,NA,External,NA,Medium,Confidentiality,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,NA,Unknown,
